SNo,Date,Province/State,Country,Recovered
55277,07/02/2020,Sinaloa,Mexico,6829.0
55282,07/02/2020,Sonora,Mexico,6941.0
55293,07/02/2020,Tabasco,Mexico,8960.0
55295,07/02/2020,Tamaulipas,Mexico,5103.0
55308,07/02/2020,Tlaxcala,Mexico,1949.0
55351,07/02/2020,Veracruz,Mexico,7934.0
55377,07/02/2020,Yucatan,Mexico,3063.0
55381,07/02/2020,Zacatecas,Mexico,649.0
54861,07/02/2020,Aruba,Netherlands,98.0
54889,07/02/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,7.0
54942,07/02/2020,Curacao,Netherlands,19.0
55279,07/02/2020,Sint Maarten,Netherlands,62.0
54871,07/02/2020,Azad Jammu and Kashmir,Pakistan,686.0
54877,07/02/2020,Balochistan,Pakistan,5073.0
54977,07/02/2020,Gilgit-Baltistan,Pakistan,1173.0
55025,07/02/2020,Islamabad,Pakistan,8264.0
55061,07/02/2020,Khyber Pakhtunkhwa,Pakistan,14715.0
55220,07/02/2020,Punjab,Pakistan,33786.0
55278,07/02/2020,Sindh,Pakistan,49926.0
54841,07/02/2020,Amazonas,Peru,0.0
54843,07/02/2020,Ancash,Peru,0.0
54852,07/02/2020,Apurimac,Peru,0.0
54856,07/02/2020,Arequipa,Peru,0.0
54869,07/02/2020,Ayacucho,Peru,0.0
54898,07/02/2020,Cajamarca,Peru,0.0
54902,07/02/2020,Callao,Peru,0.0
54943,07/02/2020,Cusco,Peru,0.0
55009,07/02/2020,Huancavelica,Peru,0.0
55010,07/02/2020,Huanuco,Peru,0.0
55016,07/02/2020,Ica,Peru,0.0
55038,07/02/2020,Junin,Peru,0.0
55077,07/02/2020,La Libertad,Peru,0.0
55080,07/02/2020,Lambayeque,Peru,0.0
55085,07/02/2020,Lima,Peru,0.0
55088,07/02/2020,Loreto,Peru,0.0
55096,07/02/2020,Madre de Dios,Peru,0.0
55134,07/02/2020,Moquegua,Peru,0.0
55202,07/02/2020,Pasco,Peru,0.0
55209,07/02/2020,Piura,Peru,0.0
55221,07/02/2020,Puno,Peru,0.0
55256,07/02/2020,San Martin,Peru,0.0
55294,07/02/2020,Tacna,Peru,0.0
55320,07/02/2020,Tumbes,Peru,0.0
55325,07/02/2020,Ucayali,Peru,0.0
55334,07/02/2020,Unknown,Peru,182097.0
54828,07/02/2020,Adygea Republic,Russia,1363.0
54836,07/02/2020,Altai Krai,Russia,2991.0
54837,07/02/2020,Altai Republic,Russia,314.0
54842,07/02/2020,Amur Oblast,Russia,842.0
54860,07/02/2020,Arkhangelsk Oblast,Russia,2989.0
54864,07/02/2020,Astrakhan Oblast,Russia,2363.0
54878,07/02/2020,Bashkortostan Republic,Russia,3144.0
54882,07/02/2020,Belgorod Oblast,Russia,3663.0
54895,07/02/2020,Bryansk Oblast,Russia,4541.0
54896,07/02/2020,Buryatia Republic,Russia,2059.0
54920,07/02/2020,Chechen Republic,Russia,1198.0
54921,07/02/2020,Chelyabinsk Oblast,Russia,3830.0
54931,07/02/2020,Chukotka Autonomous Okrug,Russia,130.0
54932,07/02/2020,Chuvashia Republic,Russia,2940.0
54945,07/02/2020,Dagestan Republic,Russia,5902.0
55020,07/02/2020,Ingushetia Republic,Russia,2474.0
55023,07/02/2020,Irkutsk Oblast,Russia,2927.0
55028,07/02/2020,Ivanovo Oblast,Russia,2973.0
55032,07/02/2020,Jewish Autonomous Okrug,Russia,353.0
55039,07/02/2020,Kabardino-Balkarian Republic,Russia,3782.0
55042,07/02/2020,Kaliningrad Oblast,Russia,1538.0
55044,07/02/2020,Kalmykia Republic,Russia,1075.0
55045,07/02/2020,Kaluga Oblast,Russia,3690.0
55046,07/02/2020,Kamchatka Krai,Russia,1073.0
55049,07/02/2020,Karachay-Cherkess Republic,Russia,1597.0
55050,07/02/2020,Karelia Republic,Russia,588.0
55052,07/02/2020,Kemerovo Oblast,Russia,788.0
55055,07/02/2020,Khabarovsk Krai,Russia,2200.0
55056,07/02/2020,Khakassia Republic,Russia,1361.0
55057,07/02/2020,Khanty-Mansi Autonomous Okrug,Russia,4762.0
55064,07/02/2020,Kirov Oblast,Russia,2711.0
55067,07/02/2020,Komi Republic,Russia,1782.0
55068,07/02/2020,Kostroma Oblast,Russia,955.0
55069,07/02/2020,Krasnodar Krai,Russia,4827.0
55070,07/02/2020,Krasnoyarsk Krai,Russia,4517.0
55073,07/02/2020,Kurgan Oblast,Russia,455.0
55074,07/02/2020,Kursk Oblast,Russia,3195.0
55082,07/02/2020,Leningrad Oblast,Russia,4185.0
55086,07/02/2020,Lipetsk Oblast,Russia,2414.0
55098,07/02/2020,Magadan Oblast,Russia,421.0
55107,07/02/2020,Mari El Republic,Russia,2835.0
55135,07/02/2020,Mordovia Republic,Russia,2303.0
55137,07/02/2020,Moscow,Russia,153248.0
55138,07/02/2020,Moscow Oblast,Russia,36802.0
55140,07/02/2020,Murmansk Oblast,Russia,3609.0
55150,07/02/2020,Nenets Autonomous Okrug,Russia,38.0
55163,07/02/2020,Nizhny Novgorod Oblast,Russia,11589.0
55169,07/02/2020,North Ossetia - Alania Republic,Russia,3550.0
55175,07/02/2020,Novgorod Oblast,Russia,847.0
55176,07/02/2020,Novosibirsk Oblast,Russia,3714.0
55188,07/02/2020,Omsk Oblast,Russia,2028.0
55192,07/02/2020,Orel Oblast,Russia,2911.0
55193,07/02/2020,Orenburg Oblast,Russia,2939.0
55204,07/02/2020,Penza Oblast,Russia,4869.0
55205,07/02/2020,Perm Krai,Russia,2800.0
55212,07/02/2020,Primorsky Krai,Russia,2904.0
55214,07/02/2020,Pskov Oblast,Russia,1091.0
55241,07/02/2020,Rostov Oblast,Russia,6173.0
55242,07/02/2020,Ryazan Oblast,Russia,3671.0
55248,07/02/2020,Saint Petersburg,Russia,19004.0
55251,07/02/2020,Sakha (Yakutiya) Republic,Russia,3084.0
55252,07/02/2020,Sakhalin Oblast,Russia,339.0
55253,07/02/2020,Samara Oblast,Russia,2834.0
55260,07/02/2020,Saratov Oblast,Russia,3569.0
55281,07/02/2020,Smolensk Oblast,Russia,2450.0
55288,07/02/2020,Stavropol Krai,Russia,3081.0
55292,07/02/2020,Sverdlovsk Oblast,Russia,7737.0
55296,07/02/2020,Tambov Oblast,Russia,2961.0
55300,07/02/2020,Tatarstan Republic,Russia,3720.0
55314,07/02/2020,Tomsk Oblast,Russia,1189.0
55319,07/02/2020,Tula Oblast,Russia,5805.0
55322,07/02/2020,Tver Oblast,Russia,2618.0
55323,07/02/2020,Tyumen Oblast,Russia,1942.0
55324,07/02/2020,Tyva Republic,Russia,1323.0
55326,07/02/2020,Udmurt Republic,Russia,1069.0
55327,07/02/2020,Ulyanovsk Oblast,Russia,3208.0
55358,07/02/2020,Vladimir Oblast,Russia,2857.0
55359,07/02/2020,Volgograd Oblast,Russia,3057.0
55360,07/02/2020,Vologda Oblast,Russia,1224.0
55362,07/02/2020,Voronezh Oblast,Russia,4338.0
55374,07/02/2020,Yamalo-Nenets Autonomous Okrug,Russia,2462.0
55376,07/02/2020,Yaroslavl Oblast,Russia,3420.0
55380,07/02/2020,Zabaykalsky Krai,Russia,2152.0
54844,07/02/2020,Andalusia,Spain,10671.0
54853,07/02/2020,Aragon,Spain,3772.0
54865,07/02/2020,Asturias,Spain,1063.0
54876,07/02/2020,Baleares,Spain,1533.0
54897,07/02/2020,C. Valenciana,Spain,9970.0
54905,07/02/2020,Canarias,Spain,1537.0
54906,07/02/2020,Cantabria,Spain,2287.0
54910,07/02/2020,Castilla - La Mancha,Spain,6392.0
54911,07/02/2020,Castilla y Leon,Spain,8716.0
54912,07/02/2020,Catalonia,Spain,26203.0
54917,07/02/2020,Ceuta,Spain,163.0
54960,07/02/2020,Extremadura,Spain,2652.0
54971,07/02/2020,Galicia,Spain,9204.0
55078,07/02/2020,La Rioja,Spain,3107.0
55097,07/02/2020,Madrid,Spain,40736.0
55117,07/02/2020,Melilla,Spain,125.0
55139,07/02/2020,Murcia,Spain,2180.0
55147,07/02/2020,Navarra,Spain,3905.0
55198,07/02/2020,Pais Vasco,Spain,16160.0
55335,07/02/2020,Unknown,Spain,0.0
54887,07/02/2020,Blekinge,Sweden,0.0
54946,07/02/2020,Dalarna,Sweden,0.0
54973,07/02/2020,Gavleborg,Sweden,0.0
54980,07/02/2020,Gotland,Sweden,0.0
54996,07/02/2020,Halland,Sweden,0.0
55031,07/02/2020,Jamtland Harjedalen,Sweden,0.0
55037,07/02/2020,Jonkoping,Sweden,0.0
55043,07/02/2020,Kalmar,Sweden,0.0
55071,07/02/2020,Kronoberg,Sweden,0.0
55165,07/02/2020,Norrbotten,Sweden,0.0
55190,07/02/2020,Orebro,Sweden,0.0
55195,07/02/2020,Ostergotland,Sweden,0.0
55280,07/02/2020,Skane,Sweden,0.0
55283,07/02/2020,Sormland,Sweden,0.0
55289,07/02/2020,Stockholm,Sweden,0.0
55337,07/02/2020,Uppsala,Sweden,0.0
55344,07/02/2020,Varmland,Sweden,0.0
55345,07/02/2020,Vasterbotten,Sweden,0.0
55346,07/02/2020,Vasternorrland,Sweden,0.0
55347,07/02/2020,Vastmanland,Sweden,0.0
55348,07/02/2020,Vastra Gotaland,Sweden,0.0
54847,07/02/2020,Anguilla,UK,3.0
54884,07/02/2020,Bermuda,UK,135.0
54894,07/02/2020,British Virgin Islands,UK,7.0
54914,07/02/2020,Cayman Islands,UK,194.0
54919,07/02/2020,Channel Islands,UK,512.0
54958,07/02/2020,England,UK,0.0
54961,07/02/2020,Falkland Islands (Malvinas),UK,13.0
54975,07/02/2020,Gibraltar,UK,176.0
55026,07/02/2020,Isle of Man,UK,312.0
55133,07/02/2020,Montserrat,UK,10.0
55170,07/02/2020,Northern Ireland,UK,0.0
55264,07/02/2020,Scotland,UK,0.0
55321,07/02/2020,Turks and Caicos Islands,UK,11.0
55336,07/02/2020,Unknown,UK,0.0
55364,07/02/2020,Wales,UK,0.0
54832,07/02/2020,Alabama,US,0.0
54834,07/02/2020,Alaska,US,0.0
54858,07/02/2020,Arizona,US,0.0
54859,07/02/2020,Arkansas,US,0.0
54901,07/02/2020,California,US,0.0
54936,07/02/2020,Colorado,US,0.0
54937,07/02/2020,Connecticut,US,0.0
54947,07/02/2020,Delaware,US,0.0
54950,07/02/2020,Diamond Princess cruise ship,US,0.0
54951,07/02/2020,District of Columbia,US,0.0
54963,07/02/2020,Florida,US,0.0
54974,07/02/2020,Georgia,US,0.0
54982,07/02/2020,Grand Princess,US,0.0
54986,07/02/2020,Guam,US,0.0
54999,07/02/2020,Hawaii,US,0.0
55017,07/02/2020,Idaho,US,0.0
55018,07/02/2020,Illinois,US,0.0
55019,07/02/2020,Indiana,US,0.0
55022,07/02/2020,Iowa,US,0.0
55048,07/02/2020,Kansas,US,0.0
55053,07/02/2020,Kentucky,US,0.0
55091,07/02/2020,Louisiana,US,0.0
55102,07/02/2020,Maine,US,0.0
55109,07/02/2020,Maryland,US,0.0
55110,07/02/2020,Massachusetts,US,0.0
55121,07/02/2020,Michigan,US,0.0
55125,07/02/2020,Minnesota,US,0.0
55126,07/02/2020,Mississippi,US,0.0
55127,07/02/2020,Missouri,US,0.0
55132,07/02/2020,Montana,US,0.0
55149,07/02/2020,Nebraska,US,0.0
55151,07/02/2020,Nevada,US,0.0
55154,07/02/2020,New Hampshire,US,0.0
55155,07/02/2020,New Jersey,US,0.0
55156,07/02/2020,New Mexico,US,0.0
55158,07/02/2020,New York,US,0.0
55167,07/02/2020,North Carolina,US,0.0
55168,07/02/2020,North Dakota,US,0.0
55171,07/02/2020,Northern Mariana Islands,US,0.0
55183,07/02/2020,Ohio,US,0.0
55187,07/02/2020,Oklahoma,US,0.0
55191,07/02/2020,Oregon,US,0.0
55203,07/02/2020,Pennsylvania,US,0.0
55217,07/02/2020,Puerto Rico,US,0.0
55230,07/02/2020,Recovered,US,781970.0
55233,07/02/2020,Rhode Island,US,0.0
55285,07/02/2020,South Carolina,US,0.0
55286,07/02/2020,South Dakota,US,0.0
55302,07/02/2020,Tennessee,US,0.0
55304,07/02/2020,Texas,US,0.0
55338,07/02/2020,Utah,US,0.0
55352,07/02/2020,Vermont,US,0.0
55356,07/02/2020,Virgin Islands,US,0.0
55357,07/02/2020,Virginia,US,0.0
55365,07/02/2020,Washington,US,0.0
55367,07/02/2020,West Virginia,US,0.0
55369,07/02/2020,Wisconsin,US,0.0
55370,07/02/2020,Wyoming,US,0.0
54922,07/02/2020,Cherkasy Oblast,Ukraine,477.0
54923,07/02/2020,Chernihiv Oblast,Ukraine,145.0
54924,07/02/2020,Chernivtsi Oblast,Ukraine,1970.0
54940,07/02/2020,Crimea Republic*,Ukraine,517.0
54953,07/02/2020,Dnipropetrovsk Oblast,Ukraine,935.0
54954,07/02/2020,Donetsk Oblast,Ukraine,167.0
55027,07/02/2020,Ivano-Frankivsk Oblast,Ukraine,1108.0
55058,07/02/2020,Kharkiv Oblast,Ukraine,1137.0
55059,07/02/2020,Kherson Oblast,Ukraine,179.0
55060,07/02/2020,Khmelnytskyi Oblast,Ukraine,558.0
55062,07/02/2020,Kiev,Ukraine,1642.0
55063,07/02/2020,Kiev Oblast,Ukraine,1398.0
55065,07/02/2020,Kirovohrad Oblast,Ukraine,551.0
55092,07/02/2020,Luhansk Oblast,Ukraine,59.0
55093,07/02/2020,Lviv Oblast,Ukraine,856.0
55141,07/02/2020,Mykolaiv Oblast,Ukraine,288.0
55181,07/02/2020,Odessa Oblast,Ukraine,761.0
55210,07/02/2020,Poltava Oblast,Ukraine,273.0
55238,07/02/2020,Rivne Oblast,Ukraine,1875.0
55266,07/02/2020,Sevastopol*,Ukraine,185.0
55291,07/02/2020,Sumy Oblast,Ukraine,237.0
55303,07/02/2020,Ternopil Oblast,Ukraine,1177.0
55355,07/02/2020,Vinnytsia Oblast,Ukraine,1250.0
55361,07/02/2020,Volyn Oblast,Ukraine,744.0
55382,07/02/2020,Zakarpattia Oblast,Ukraine,975.0
55383,07/02/2020,Zaporizhia Oblast,Ukraine,442.0
55385,07/02/2020,Zhytomyr Oblast,Ukraine,849.0
55597,07/03/2020,Australian Capital Territory,Australia,105.0
55886,07/03/2020,New South Wales,Australia,2977.0
55901,07/03/2020,Northern Territory,Australia,29.0
55954,07/03/2020,Queensland,Australia,1055.0
56013,07/03/2020,South Australia,Australia,436.0
56028,07/03/2020,Tasmania,Australia,215.0
56083,07/03/2020,Victoria,Australia,1904.0
56097,07/03/2020,Western Australia,Australia,598.0
55556,07/03/2020,Acre,Brazil,7650.0
55562,07/03/2020,Alagoas,Brazil,30181.0
55567,07/03/2020,Amapa,Brazil,17156.0
55568,07/03/2020,Amazonas,Brazil,60743.0
55602,07/03/2020,Bahia,Brazil,54987.0
55644,07/03/2020,Ceara,Brazil,91918.0
55681,07/03/2020,Distrito Federal,Brazil,40679.0
55688,07/03/2020,Espirito Santo,Brazil,31980.0
55708,07/03/2020,Goias,Brazil,0.0
55834,07/03/2020,Maranhao,Brazil,67541.0
55840,07/03/2020,Mato Grosso,Brazil,7684.0
55841,07/03/2020,Mato Grosso do Sul,Brazil,5326.0
55853,07/03/2020,Minas Gerais,Brazil,31682.0
55928,07/03/2020,Para,Brazil,97308.0
55929,07/03/2020,Paraiba,Brazil,16971.0
55930,07/03/2020,Parana,Brazil,6997.0
55935,07/03/2020,Pernambuco,Brazil,41925.0
55936,07/03/2020,Piaui,Brazil,23880.0
55963,07/03/2020,Rio Grande do Norte,Brazil,2904.0
55964,07/03/2020,Rio Grande do Sul,Brazil,24673.0
55965,07/03/2020,Rio de Janeiro,Brazil,98540.0
55968,07/03/2020,Rondonia,Brazil,11543.0
55969,07/03/2020,Roraima,Brazil,4430.0
55986,07/03/2020,Santa Catarina,Brazil,22864.0
55988,07/03/2020,Sao Paulo,Brazil,162851.0
55994,07/03/2020,Sergipe,Brazil,14878.0
56038,07/03/2020,Tocantins,Brazil,7324.0
55564,07/03/2020,Alberta,Canada,7532.0
55622,07/03/2020,British Columbia,Canada,2608.0
55678,07/03/2020,Diamond Princess cruise ship,Canada,0.0
55710,07/03/2020,Grand Princess,Canada,13.0
55833,07/03/2020,Manitoba,Canada,302.0
55881,07/03/2020,New Brunswick,Canada,161.0
55888,07/03/2020,Newfoundland and Labrador,Canada,258.0
55902,07/03/2020,Northwest Territories,Canada,5.0
55903,07/03/2020,Nova Scotia,Canada,998.0
55918,07/03/2020,Ontario,Canada,32448.0
55942,07/03/2020,Prince Edward Island,Canada,27.0
55953,07/03/2020,Quebec,Canada,25158.0
55991,07/03/2020,Saskatchewan,Canada,711.0
56107,07/03/2020,Yukon,Canada,11.0
55579,07/03/2020,Antofagasta,Chile,7629.0
55584,07/03/2020,Araucania,Chile,3010.0
55586,07/03/2020,Arica y Parinacota,Chile,1447.0
55595,07/03/2020,Atacama,Chile,822.0
55599,07/03/2020,Aysen,Chile,30.0
55615,07/03/2020,Biobio,Chile,5395.0
55667,07/03/2020,Coquimbo,Chile,2568.0
55818,07/03/2020,Los Lagos,Chile,1463.0
55819,07/03/2020,Los Rios,Chile,618.0
55828,07/03/2020,Magallanes,Chile,1340.0
55842,07/03/2020,Maule,Chile,4658.0
55848,07/03/2020,Metropolitana,Chile,201801.0
55906,07/03/2020,Nuble,Chile,2165.0
55908,07/03/2020,OHiggins,Chile,4675.0
56027,07/03/2020,Tarapaca,Chile,5479.0
56058,07/03/2020,Unknown,Chile,109.0
56072,07/03/2020,Valparaiso,Chile,10134.0
55569,07/03/2020,Amazonas,Colombia,1960.0
55578,07/03/2020,Antioquia,Colombia,2012.0
55583,07/03/2020,Arauca,Colombia,7.0
55596,07/03/2020,Atlantico,Colombia,8473.0
55617,07/03/2020,Bolivar,Colombia,4747.0
55619,07/03/2020,Boyaca,Colombia,234.0
55629,07/03/2020,Caldas,Colombia,183.0
55636,07/03/2020,Capital District,Colombia,13299.0
55637,07/03/2020,Caqueta,Colombia,22.0
55638,07/03/2020,Casanare,Colombia,47.0
55642,07/03/2020,Cauca,Colombia,161.0
55645,07/03/2020,Cesar,Colombia,493.0
55658,07/03/2020,Choco,Colombia,609.0
55668,07/03/2020,Cordoba,Colombia,246.0
55670,07/03/2020,Cundinamarca,Colombia,1573.0
55714,07/03/2020,Guainia,Colombia,2.0
55719,07/03/2020,Guaviare,Colombia,7.0
55741,07/03/2020,Huila,Colombia,254.0
55805,07/03/2020,La Guajira,Colombia,111.0
55829,07/03/2020,Magdalena,Colombia,793.0
55847,07/03/2020,Meta,Colombia,980.0
55875,07/03/2020,Narino,Colombia,2169.0
55895,07/03/2020,Norte de Santander,Colombia,166.0
55951,07/03/2020,Putumayo,Colombia,9.0
55956,07/03/2020,Quindio,Colombia,117.0
55966,07/03/2020,Risaralda,Colombia,290.0
55983,07/03/2020,San Andres y Providencia,Colombia,21.0
55987,07/03/2020,Santander,Colombia,211.0
56019,07/03/2020,Sucre,Colombia,147.0
56042,07/03/2020,Tolima,Colombia,353.0
56059,07/03/2020,Unknown,Colombia,0.0
56071,07/03/2020,Valle del Cauca,Colombia,4892.0
56078,07/03/2020,Vaupes,Colombia,17.0
56082,07/03/2020,Vichada,Colombia,1.0
55691,07/03/2020,Faroe Islands,Denmark,187.0
55712,07/03/2020,Greenland,Denmark,13.0
55693,07/03/2020,French Guiana,France,1777.0
55694,07/03/2020,French Polynesia,France,60.0
55713,07/03/2020,Guadeloupe,France,157.0
55837,07/03/2020,Martinique,France,98.0
55843,07/03/2020,Mayotte,France,2375.0
55882,07/03/2020,New Caledonia,France,21.0
55960,07/03/2020,Reunion,France,472.0
55976,07/03/2020,Saint Barthelemy,France,6.0
55978,07/03/2020,Saint Pierre and Miquelon,France,1.0
56016,07/03/2020,St Martin,France,37.0
55601,07/03/2020,Baden-Wurttemberg,Germany,33570.0
55609,07/03/2020,Bayern,Germany,45250.0
55612,07/03/2020,Berlin,Germany,7612.0
55620,07/03/2020,Brandenburg,Germany,3200.0
55621,07/03/2020,Bremen,Germany,1564.0
55726,07/03/2020,Hamburg,Germany,4900.0
55732,07/03/2020,Hessen,Germany,9993.0
55844,07/03/2020,Mecklenburg-Vorpommern,Germany,769.0
55889,07/03/2020,Niedersachsen,Germany,12268.0
55893,07/03/2020,Nordrhein-Westfalen,Germany,37974.0
55961,07/03/2020,Rheinland-Pfalz,Germany,6623.0
55972,07/03/2020,Saarland,Germany,2584.0
55973,07/03/2020,Sachsen,Germany,5180.0
55974,07/03/2020,Sachsen-Anhalt,Germany,1758.0
55992,07/03/2020,Schleswig-Holstein,Germany,3000.0
56034,07/03/2020,Thuringen,Germany,3060.0
56060,07/03/2020,Unknown,Germany,995.0
55737,07/03/2020,Hong Kong,Hong Kong,1125.0
55574,07/03/2020,Andaman and Nicobar Islands,India,54.0
55575,07/03/2020,Andhra Pradesh,India,7632.0
55591,07/03/2020,Arunachal Pradesh,India,75.0
55592,07/03/2020,Assam,India,6349.0
55614,07/03/2020,Bihar,India,8214.0
55647,07/03/2020,Chandigarh,India,393.0
55654,07/03/2020,Chhattisgarh,India,2437.0
55673,07/03/2020,Dadra and Nagar Haveli and Daman and Diu,India,96.0
55677,07/03/2020,Delhi,India,65624.0
55707,07/03/2020,Goa,India,734.0
55722,07/03/2020,Gujarat,India,24933.0
55727,07/03/2020,Haryana,India,11691.0
55734,07/03/2020,Himachal Pradesh,India,667.0
55759,07/03/2020,Jammu and Kashmir,India,5075.0
55762,07/03/2020,Jharkhand,India,2001.0
55780,07/03/2020,Karnataka,India,8805.0
55783,07/03/2020,Kerala,India,2841.0
55808,07/03/2020,Ladakh,India,777.0
55824,07/03/2020,Madhya Pradesh,India,11049.0
55830,07/03/2020,Maharashtra,India,104687.0
55832,07/03/2020,Manipur,India,639.0
55845,07/03/2020,Meghalaya,India,43.0
55859,07/03/2020,Mizoram,India,126.0
55871,07/03/2020,Nagaland,India,228.0
55911,07/03/2020,Odisha,India,5705.0
55944,07/03/2020,Puducherry,India,331.0
55948,07/03/2020,Punjab,India,4266.0
55958,07/03/2020,Rajasthan,India,15281.0
56005,07/03/2020,Sikkim,India,53.0
56026,07/03/2020,Tamil Nadu,India,58378.0
56030,07/03/2020,Telangana,India,10195.0
56047,07/03/2020,Tripura,India,1199.0
56061,07/03/2020,Unknown,India,0.0
56068,07/03/2020,Uttar Pradesh,India,17597.0
56069,07/03/2020,Uttarakhand,India,2481.0
56095,07/03/2020,West Bengal,India,13571.0
55555,07/03/2020,Abruzzo,Italy,2678.0
55608,07/03/2020,Basilicata,Italy,373.0
55628,07/03/2020,Calabria,Italy,1060.0
55632,07/03/2020,Campania,Italy,4083.0
55686,07/03/2020,Emilia-Romagna,Italy,23284.0
55695,07/03/2020,Friuli Venezia Giulia,Italy,2905.0
55810,07/03/2020,Lazio,Italy,6475.0
55813,07/03/2020,Liguria,Italy,8146.0
55816,07/03/2020,Lombardia,Italy,67871.0
55835,07/03/2020,Marche,Italy,5575.0
55860,07/03/2020,Molise,Italy,401.0
55925,07/03/2020,P.A. Bolzano,Italy,2267.0
55926,07/03/2020,P.A. Trento,Italy,4420.0
55937,07/03/2020,Piemonte,Italy,26019.0
55947,07/03/2020,Puglia,Italy,3879.0
55990,07/03/2020,Sardegna,Italy,1222.0
56004,07/03/2020,Sicilia,Italy,2674.0
56044,07/03/2020,Toscana,Italy,8832.0
56057,07/03/2020,Umbria,Italy,1356.0
56070,07/03/2020,Valle d'Aosta,Italy,1046.0
56079,07/03/2020,Veneto,Italy,16901.0
55559,07/03/2020,Aichi,Japan,478.0
55560,07/03/2020,Akita,Japan,16.0
55580,07/03/2020,Aomori,Japan,26.0
55656,07/03/2020,Chiba,Japan,874.0
55685,07/03/2020,Ehime,Japan,77.0
55697,07/03/2020,Fukui,Japan,114.0
55698,07/03/2020,Fukuoka,Japan,802.0
55699,07/03/2020,Fukushima,Japan,81.0
55705,07/03/2020,Gifu,Japan,147.0
55723,07/03/2020,Gunma,Japan,131.0
55735,07/03/2020,Hiroshima,Japan,163.0
55736,07/03/2020,Hokkaido,Japan,1072.0
55743,07/03/2020,Hyogo,Japan,656.0
55744,07/03/2020,Ibaraki,Japan,159.0
55753,07/03/2020,Ishikawa,Japan,257.0
55769,07/03/2020,Kagawa,Japan,28.0
55770,07/03/2020,Kagoshima,Japan,11.0
55776,07/03/2020,Kanagawa,Japan,1338.0
55795,07/03/2020,Kochi,Japan,71.0
55801,07/03/2020,Kumamoto,Japan,45.0
55804,07/03/2020,Kyoto,Japan,346.0
55852,07/03/2020,Mie,Japan,44.0
55857,07/03/2020,Miyagi,Japan,90.0
55858,07/03/2020,Miyazaki,Japan,17.0
55872,07/03/2020,Nagano,Japan,76.0
55873,07/03/2020,Nagasaki,Japan,16.0
55874,07/03/2020,Nara,Japan,90.0
55890,07/03/2020,Niigata,Japan,83.0
55913,07/03/2020,Oita,Japan,59.0
55914,07/03/2020,Okayama,Japan,25.0
55915,07/03/2020,Okinawa,Japan,138.0
55923,07/03/2020,Osaka,Japan,1714.0
55940,07/03/2020,Port Quarantine,Japan,197.0
55975,07/03/2020,Saga,Japan,45.0
55979,07/03/2020,Saitama,Japan,969.0
56000,07/03/2020,Shiga,Japan,99.0
56001,07/03/2020,Shimane,Japan,24.0
56002,07/03/2020,Shizuoka,Japan,79.0
56039,07/03/2020,Tochigi,Japan,66.0
56040,07/03/2020,Tokushima,Japan,4.0
56041,07/03/2020,Tokyo,Japan,5540.0
56045,07/03/2020,Tottori,Japan,3.0
56046,07/03/2020,Toyama,Japan,205.0
56062,07/03/2020,Unknown,Japan,8.0
56092,07/03/2020,Wakayama,Japan,61.0
56101,07/03/2020,Yamagata,Japan,68.0
56102,07/03/2020,Yamaguchi,Japan,37.0
56104,07/03/2020,Yamanashi,Japan,72.0
55823,07/03/2020,Macau,Macau,45.0
55577,07/03/2020,Anhui,Mainland China,985.0
55610,07/03/2020,Beijing,Mainland China,594.0
55659,07/03/2020,Chongqing,Mainland China,574.0
55696,07/03/2020,Fujian,Mainland China,360.0
55701,07/03/2020,Gansu,Mainland China,154.0
55717,07/03/2020,Guangdong,Mainland China,1629.0
55718,07/03/2020,Guangxi,Mainland China,252.0
55721,07/03/2020,Guizhou,Mainland China,145.0
55724,07/03/2020,Hainan,Mainland China,165.0
55729,07/03/2020,Hebei,Mainland China,336.0
55730,07/03/2020,Heilongjiang,Mainland China,934.0
55731,07/03/2020,Henan,Mainland China,1254.0
55740,07/03/2020,Hubei,Mainland China,63623.0
55742,07/03/2020,Hunan,Mainland China,1015.0
55750,07/03/2020,Inner Mongolia,Mainland China,237.0
55763,07/03/2020,Jiangsu,Mainland China,654.0
55764,07/03/2020,Jiangxi,Mainland China,931.0
55765,07/03/2020,Jilin,Mainland China,153.0
55812,07/03/2020,Liaoning,Mainland China,149.0
55891,07/03/2020,Ningxia,Mainland China,75.0
55952,07/03/2020,Qinghai,Mainland China,18.0
55996,07/03/2020,Shaanxi,Mainland China,310.0
55997,07/03/2020,Shandong,Mainland China,785.0
55998,07/03/2020,Shanghai,Mainland China,681.0
55999,07/03/2020,Shanxi,Mainland China,198.0
56003,07/03/2020,Sichuan,Mainland China,581.0
56035,07/03/2020,Tianjin,Mainland China,194.0
56036,07/03/2020,Tibet,Mainland China,1.0
56100,07/03/2020,Xinjiang,Mainland China,73.0
56108,07/03/2020,Yunnan,Mainland China,183.0
56113,07/03/2020,Zhejiang,Mainland China,1267.0
55558,07/03/2020,Aguascalientes,Mexico,1975.0
55603,07/03/2020,Baja California,Mexico,6903.0
55604,07/03/2020,Baja California Sur,Mexico,1296.0
55633,07/03/2020,Campeche,Mexico,1703.0
55655,07/03/2020,Chiapas,Mexico,3761.0
55657,07/03/2020,Chihuahua,Mexico,2443.0
55662,07/03/2020,Ciudad de Mexico,Mexico,39850.0
55663,07/03/2020,Coahuila,Mexico,3900.0
