SNo,Date,Province/State,Country,Deaths
16295,04/18/2020,Falkland Islands (Malvinas),UK,0.0
16303,04/18/2020,Gibraltar,UK,0.0
16325,04/18/2020,Isle of Man,UK,6.0
16345,04/18/2020,Montserrat,UK,0.0
16395,04/18/2020,Turks and Caicos Islands,UK,1.0
16271,04/18/2020,Alabama,US,153.0
16272,04/18/2020,Alaska,US,9.0
16276,04/18/2020,Arizona,US,180.0
16277,04/18/2020,Arkansas,US,38.0
16285,04/18/2020,California,US,1140.0
16289,04/18/2020,Colorado,US,389.0
16290,04/18/2020,Connecticut,US,1086.0
16292,04/18/2020,Delaware,US,67.0
16293,04/18/2020,Diamond Princess cruise ship,US,0.0
16294,04/18/2020,District of Columbia,US,91.0
16297,04/18/2020,Florida,US,748.0
16302,04/18/2020,Georgia,US,673.0
16305,04/18/2020,Grand Princess,US,0.0
16308,04/18/2020,Guam,US,5.0
16313,04/18/2020,Hawaii,US,9.0
16320,04/18/2020,Idaho,US,43.0
16321,04/18/2020,Illinois,US,1259.0
16322,04/18/2020,Indiana,US,545.0
16324,04/18/2020,Iowa,US,74.0
16329,04/18/2020,Kansas,US,85.0
16330,04/18/2020,Kentucky,US,144.0
16332,04/18/2020,Louisiana,US,1267.0
16334,04/18/2020,Maine,US,32.0
16337,04/18/2020,Maryland,US,421.0
16338,04/18/2020,Massachusetts,US,1404.0
16340,04/18/2020,Michigan,US,2308.0
16341,04/18/2020,Minnesota,US,121.0
16342,04/18/2020,Mississippi,US,152.0
16343,04/18/2020,Missouri,US,197.0
16344,04/18/2020,Montana,US,10.0
16346,04/18/2020,Nebraska,US,24.0
16347,04/18/2020,Nevada,US,151.0
16350,04/18/2020,New Hampshire,US,38.0
16351,04/18/2020,New Jersey,US,4070.0
16352,04/18/2020,New Mexico,US,53.0
16354,04/18/2020,New York,US,17671.0
16357,04/18/2020,North Carolina,US,187.0
16358,04/18/2020,North Dakota,US,9.0
16359,04/18/2020,Northern Mariana Islands,US,2.0
16363,04/18/2020,Ohio,US,451.0
16364,04/18/2020,Oklahoma,US,136.0
16366,04/18/2020,Oregon,US,72.0
16367,04/18/2020,Pennsylvania,US,1042.0
16369,04/18/2020,Puerto Rico,US,60.0
16374,04/18/2020,Recovered,US,0.0
16376,04/18/2020,Rhode Island,US,137.0
16387,04/18/2020,South Carolina,US,119.0
16388,04/18/2020,South Dakota,US,7.0
16391,04/18/2020,Tennessee,US,142.0
16392,04/18/2020,Texas,US,476.0
16396,04/18/2020,Utah,US,25.0
16397,04/18/2020,Vermont,US,38.0
16399,04/18/2020,Virgin Islands,US,3.0
16400,04/18/2020,Virginia,US,258.0
16401,04/18/2020,Washington,US,613.0
16402,04/18/2020,West Virginia,US,16.0
16404,04/18/2020,Wisconsin,US,212.0
16405,04/18/2020,Wyoming,US,2.0
16599,04/19/2020,Australian Capital Territory,Australia,3.0
16673,04/19/2020,New South Wales,Australia,26.0
16680,04/19/2020,Northern Territory,Australia,0.0
16692,04/19/2020,Queensland,Australia,6.0
16706,04/19/2020,South Australia,Australia,4.0
16710,04/19/2020,Tasmania,Australia,7.0
16718,04/19/2020,Victoria,Australia,14.0
16723,04/19/2020,Western Australia,Australia,7.0
16593,04/19/2020,Alberta,Canada,51.0
16603,04/19/2020,British Columbia,Canada,81.0
16624,04/19/2020,Grand Princess,Canada,0.0
16655,04/19/2020,Manitoba,Canada,5.0
16668,04/19/2020,New Brunswick,Canada,0.0
16675,04/19/2020,Newfoundland and Labrador,Canada,3.0
16681,04/19/2020,Northwest Territories,Canada,0.0
16682,04/19/2020,Nova Scotia,Canada,9.0
16685,04/19/2020,Ontario,Canada,591.0
16688,04/19/2020,Prince Edward Island,Canada,0.0
16691,04/19/2020,Quebec,Canada,820.0
16693,04/19/2020,Recovered,Canada,0.0
16699,04/19/2020,Saskatchewan,Canada,4.0
16727,04/19/2020,Yukon,Canada,0.0
16616,04/19/2020,Faroe Islands,Denmark,0.0
16626,04/19/2020,Greenland,Denmark,0.0
16618,04/19/2020,French Guiana,France,0.0
16619,04/19/2020,French Polynesia,France,0.0
16627,04/19/2020,Guadeloupe,France,8.0
16656,04/19/2020,Martinique,France,12.0
16659,04/19/2020,Mayotte,France,4.0
16669,04/19/2020,New Caledonia,France,0.0
16695,04/19/2020,Reunion,France,0.0
16697,04/19/2020,Saint Barthelemy,France,0.0
16698,04/19/2020,Saint Pierre and Miquelon,France,0.0
16709,04/19/2020,St Martin,France,2.0
16637,04/19/2020,Hong Kong,Hong Kong,4.0
16653,04/19/2020,Macau,Macau,0.0
16595,04/19/2020,Anhui,Mainland China,6.0
16600,04/19/2020,Beijing,Mainland China,8.0
16608,04/19/2020,Chongqing,Mainland China,6.0
16620,04/19/2020,Fujian,Mainland China,1.0
16621,04/19/2020,Gansu,Mainland China,2.0
16629,04/19/2020,Guangdong,Mainland China,8.0
16630,04/19/2020,Guangxi,Mainland China,2.0
16631,04/19/2020,Guizhou,Mainland China,2.0
16632,04/19/2020,Hainan,Mainland China,6.0
16634,04/19/2020,Hebei,Mainland China,6.0
16635,04/19/2020,Heilongjiang,Mainland China,13.0
16636,04/19/2020,Henan,Mainland China,22.0
16638,04/19/2020,Hubei,Mainland China,4512.0
16639,04/19/2020,Hunan,Mainland China,4.0
16643,04/19/2020,Inner Mongolia,Mainland China,1.0
16646,04/19/2020,Jiangsu,Mainland China,0.0
16647,04/19/2020,Jiangxi,Mainland China,1.0
16648,04/19/2020,Jilin,Mainland China,1.0
16651,04/19/2020,Liaoning,Mainland China,2.0
16676,04/19/2020,Ningxia,Mainland China,0.0
16690,04/19/2020,Qinghai,Mainland China,0.0
16700,04/19/2020,Shaanxi,Mainland China,3.0
16701,04/19/2020,Shandong,Mainland China,7.0
16702,04/19/2020,Shanghai,Mainland China,7.0
16703,04/19/2020,Shanxi,Mainland China,0.0
16704,04/19/2020,Sichuan,Mainland China,3.0
16713,04/19/2020,Tianjin,Mainland China,3.0
16714,04/19/2020,Tibet,Mainland China,0.0
16726,04/19/2020,Xinjiang,Mainland China,3.0
16728,04/19/2020,Yunnan,Mainland China,2.0
16729,04/19/2020,Zhejiang,Mainland China,1.0
16598,04/19/2020,Aruba,Netherlands,2.0
16602,04/19/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
16611,04/19/2020,Curacao,Netherlands,1.0
16705,04/19/2020,Sint Maarten,Netherlands,10.0
16594,04/19/2020,Anguilla,UK,0.0
16601,04/19/2020,Bermuda,UK,5.0
16604,04/19/2020,British Virgin Islands,UK,1.0
16606,04/19/2020,Cayman Islands,UK,1.0
16607,04/19/2020,Channel Islands,UK,21.0
16615,04/19/2020,Falkland Islands (Malvinas),UK,0.0
16623,04/19/2020,Gibraltar,UK,0.0
16645,04/19/2020,Isle of Man,UK,6.0
16665,04/19/2020,Montserrat,UK,0.0
16715,04/19/2020,Turks and Caicos Islands,UK,1.0
16591,04/19/2020,Alabama,US,157.0
16592,04/19/2020,Alaska,US,9.0
16596,04/19/2020,Arizona,US,184.0
16597,04/19/2020,Arkansas,US,39.0
16605,04/19/2020,California,US,1177.0
16609,04/19/2020,Colorado,US,420.0
16610,04/19/2020,Connecticut,US,1127.0
16612,04/19/2020,Delaware,US,67.0
16613,04/19/2020,Diamond Princess cruise ship,US,0.0
16614,04/19/2020,District of Columbia,US,96.0
16617,04/19/2020,Florida,US,774.0
16622,04/19/2020,Georgia,US,687.0
16625,04/19/2020,Grand Princess,US,0.0
16628,04/19/2020,Guam,US,5.0
16633,04/19/2020,Hawaii,US,10.0
16640,04/19/2020,Idaho,US,44.0
16641,04/19/2020,Illinois,US,1290.0
16642,04/19/2020,Indiana,US,562.0
16644,04/19/2020,Iowa,US,75.0
16649,04/19/2020,Kansas,US,93.0
16650,04/19/2020,Kentucky,US,146.0
16652,04/19/2020,Louisiana,US,1296.0
16654,04/19/2020,Maine,US,34.0
16657,04/19/2020,Maryland,US,461.0
16658,04/19/2020,Massachusetts,US,1706.0
16660,04/19/2020,Michigan,US,2391.0
16661,04/19/2020,Minnesota,US,134.0
16662,04/19/2020,Mississippi,US,159.0
16663,04/19/2020,Missouri,US,199.0
16664,04/19/2020,Montana,US,10.0
16666,04/19/2020,Nebraska,US,28.0
16667,04/19/2020,Nevada,US,158.0
16670,04/19/2020,New Hampshire,US,38.0
16671,04/19/2020,New Jersey,US,4362.0
16672,04/19/2020,New Mexico,US,55.0
16674,04/19/2020,New York,US,18298.0
16677,04/19/2020,North Carolina,US,200.0
16678,04/19/2020,North Dakota,US,9.0
16679,04/19/2020,Northern Mariana Islands,US,2.0
16683,04/19/2020,Ohio,US,471.0
16684,04/19/2020,Oklahoma,US,140.0
16686,04/19/2020,Oregon,US,74.0
16687,04/19/2020,Pennsylvania,US,1276.0
16689,04/19/2020,Puerto Rico,US,62.0
16694,04/19/2020,Recovered,US,0.0
16696,04/19/2020,Rhode Island,US,150.0
16707,04/19/2020,South Carolina,US,120.0
16708,04/19/2020,South Dakota,US,7.0
16711,04/19/2020,Tennessee,US,148.0
16712,04/19/2020,Texas,US,490.0
16716,04/19/2020,Utah,US,27.0
16717,04/19/2020,Vermont,US,38.0
16719,04/19/2020,Virgin Islands,US,3.0
16720,04/19/2020,Virginia,US,277.0
16721,04/19/2020,Washington,US,636.0
16722,04/19/2020,West Virginia,US,18.0
16724,04/19/2020,Wisconsin,US,220.0
16725,04/19/2020,Wyoming,US,2.0
16919,04/20/2020,Australian Capital Territory,Australia,3.0
16993,04/20/2020,New South Wales,Australia,26.0
17000,04/20/2020,Northern Territory,Australia,0.0
17012,04/20/2020,Queensland,Australia,6.0
17026,04/20/2020,South Australia,Australia,4.0
17030,04/20/2020,Tasmania,Australia,7.0
17038,04/20/2020,Victoria,Australia,14.0
17043,04/20/2020,Western Australia,Australia,7.0
16913,04/20/2020,Alberta,Canada,59.0
16923,04/20/2020,British Columbia,Canada,82.0
16944,04/20/2020,Grand Princess,Canada,0.0
16975,04/20/2020,Manitoba,Canada,6.0
16988,04/20/2020,New Brunswick,Canada,0.0
16995,04/20/2020,Newfoundland and Labrador,Canada,3.0
17001,04/20/2020,Northwest Territories,Canada,0.0
17002,04/20/2020,Nova Scotia,Canada,9.0
17005,04/20/2020,Ontario,Canada,624.0
17008,04/20/2020,Prince Edward Island,Canada,0.0
17011,04/20/2020,Quebec,Canada,939.0
17013,04/20/2020,Recovered,Canada,0.0
17019,04/20/2020,Saskatchewan,Canada,4.0
17047,04/20/2020,Yukon,Canada,0.0
16936,04/20/2020,Faroe Islands,Denmark,0.0
16946,04/20/2020,Greenland,Denmark,0.0
16938,04/20/2020,French Guiana,France,1.0
16939,04/20/2020,French Polynesia,France,0.0
16947,04/20/2020,Guadeloupe,France,8.0
16976,04/20/2020,Martinique,France,12.0
16979,04/20/2020,Mayotte,France,4.0
16989,04/20/2020,New Caledonia,France,0.0
17015,04/20/2020,Reunion,France,0.0
17017,04/20/2020,Saint Barthelemy,France,0.0
17018,04/20/2020,Saint Pierre and Miquelon,France,0.0
17029,04/20/2020,St Martin,France,2.0
16957,04/20/2020,Hong Kong,Hong Kong,4.0
16973,04/20/2020,Macau,Macau,0.0
16915,04/20/2020,Anhui,Mainland China,6.0
16920,04/20/2020,Beijing,Mainland China,8.0
16928,04/20/2020,Chongqing,Mainland China,6.0
16940,04/20/2020,Fujian,Mainland China,1.0
16941,04/20/2020,Gansu,Mainland China,2.0
16949,04/20/2020,Guangdong,Mainland China,8.0
16950,04/20/2020,Guangxi,Mainland China,2.0
16951,04/20/2020,Guizhou,Mainland China,2.0
16952,04/20/2020,Hainan,Mainland China,6.0
16954,04/20/2020,Hebei,Mainland China,6.0
16955,04/20/2020,Heilongjiang,Mainland China,13.0
16956,04/20/2020,Henan,Mainland China,22.0
16958,04/20/2020,Hubei,Mainland China,4512.0
16959,04/20/2020,Hunan,Mainland China,4.0
16963,04/20/2020,Inner Mongolia,Mainland China,1.0
16966,04/20/2020,Jiangsu,Mainland China,0.0
16967,04/20/2020,Jiangxi,Mainland China,1.0
16968,04/20/2020,Jilin,Mainland China,1.0
16971,04/20/2020,Liaoning,Mainland China,2.0
16996,04/20/2020,Ningxia,Mainland China,0.0
17010,04/20/2020,Qinghai,Mainland China,0.0
17020,04/20/2020,Shaanxi,Mainland China,3.0
17021,04/20/2020,Shandong,Mainland China,7.0
17022,04/20/2020,Shanghai,Mainland China,7.0
17023,04/20/2020,Shanxi,Mainland China,0.0
17024,04/20/2020,Sichuan,Mainland China,3.0
17033,04/20/2020,Tianjin,Mainland China,3.0
17034,04/20/2020,Tibet,Mainland China,0.0
17046,04/20/2020,Xinjiang,Mainland China,3.0
17048,04/20/2020,Yunnan,Mainland China,2.0
17049,04/20/2020,Zhejiang,Mainland China,1.0
16918,04/20/2020,Aruba,Netherlands,2.0
16922,04/20/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
16931,04/20/2020,Curacao,Netherlands,1.0
17025,04/20/2020,Sint Maarten,Netherlands,10.0
16914,04/20/2020,Anguilla,UK,0.0
16921,04/20/2020,Bermuda,UK,5.0
16924,04/20/2020,British Virgin Islands,UK,1.0
16926,04/20/2020,Cayman Islands,UK,1.0
16927,04/20/2020,Channel Islands,UK,24.0
16935,04/20/2020,Falkland Islands (Malvinas),UK,0.0
16943,04/20/2020,Gibraltar,UK,0.0
16965,04/20/2020,Isle of Man,UK,9.0
16985,04/20/2020,Montserrat,UK,0.0
17035,04/20/2020,Turks and Caicos Islands,UK,1.0
16911,04/20/2020,Alabama,US,163.0
16912,04/20/2020,Alaska,US,9.0
16916,04/20/2020,Arizona,US,191.0
16917,04/20/2020,Arkansas,US,41.0
16925,04/20/2020,California,US,1225.0
16929,04/20/2020,Colorado,US,420.0
16930,04/20/2020,Connecticut,US,1331.0
16932,04/20/2020,Delaware,US,72.0
16933,04/20/2020,Diamond Princess cruise ship,US,0.0
16934,04/20/2020,District of Columbia,US,105.0
16937,04/20/2020,Florida,US,822.0
16942,04/20/2020,Georgia,US,775.0
16945,04/20/2020,Grand Princess,US,0.0
16948,04/20/2020,Guam,US,5.0
16953,04/20/2020,Hawaii,US,10.0
16960,04/20/2020,Idaho,US,45.0
16961,04/20/2020,Illinois,US,1349.0
16962,04/20/2020,Indiana,US,577.0
16964,04/20/2020,Iowa,US,79.0
16969,04/20/2020,Kansas,US,102.0
16970,04/20/2020,Kentucky,US,154.0
16972,04/20/2020,Louisiana,US,1328.0
16974,04/20/2020,Maine,US,35.0
16977,04/20/2020,Maryland,US,582.0
16978,04/20/2020,Massachusetts,US,1706.0
16980,04/20/2020,Michigan,US,2468.0
16981,04/20/2020,Minnesota,US,143.0
16982,04/20/2020,Mississippi,US,169.0
16983,04/20/2020,Missouri,US,200.0
16984,04/20/2020,Montana,US,10.0
16986,04/20/2020,Nebraska,US,33.0
16987,04/20/2020,Nevada,US,159.0
16990,04/20/2020,New Hampshire,US,42.0
16991,04/20/2020,New Jersey,US,4496.0
16992,04/20/2020,New Mexico,US,58.0
16994,04/20/2020,New York,US,18611.0
16997,04/20/2020,North Carolina,US,218.0
16998,04/20/2020,North Dakota,US,9.0
16999,04/20/2020,Northern Mariana Islands,US,2.0
17003,04/20/2020,Ohio,US,509.0
17004,04/20/2020,Oklahoma,US,143.0
17006,04/20/2020,Oregon,US,75.0
17007,04/20/2020,Pennsylvania,US,1348.0
17009,04/20/2020,Puerto Rico,US,63.0
17014,04/20/2020,Recovered,US,0.0
17016,04/20/2020,Rhode Island,US,155.0
17027,04/20/2020,South Carolina,US,123.0
17028,04/20/2020,South Dakota,US,7.0
17031,04/20/2020,Tennessee,US,152.0
17032,04/20/2020,Texas,US,507.0
17036,04/20/2020,Utah,US,28.0
17037,04/20/2020,Vermont,US,38.0
17039,04/20/2020,Virgin Islands,US,3.0
17040,04/20/2020,Virginia,US,300.0
17041,04/20/2020,Washington,US,643.0
17042,04/20/2020,West Virginia,US,24.0
17044,04/20/2020,Wisconsin,US,230.0
17045,04/20/2020,Wyoming,US,2.0
17239,04/21/2020,Australian Capital Territory,Australia,3.0
17313,04/21/2020,New South Wales,Australia,26.0
17320,04/21/2020,Northern Territory,Australia,0.0
17332,04/21/2020,Queensland,Australia,6.0
17346,04/21/2020,South Australia,Australia,4.0
17350,04/21/2020,Tasmania,Australia,7.0
17358,04/21/2020,Victoria,Australia,14.0
17363,04/21/2020,Western Australia,Australia,7.0
17233,04/21/2020,Alberta,Canada,61.0
17243,04/21/2020,British Columbia,Canada,87.0
17264,04/21/2020,Grand Princess,Canada,0.0
17295,04/21/2020,Manitoba,Canada,6.0
17308,04/21/2020,New Brunswick,Canada,0.0
17315,04/21/2020,Newfoundland and Labrador,Canada,3.0
17321,04/21/2020,Northwest Territories,Canada,0.0
17322,04/21/2020,Nova Scotia,Canada,10.0
17325,04/21/2020,Ontario,Canada,694.0
17328,04/21/2020,Prince Edward Island,Canada,0.0
17331,04/21/2020,Quebec,Canada,1044.0
17333,04/21/2020,Recovered,Canada,0.0
17339,04/21/2020,Saskatchewan,Canada,4.0
17367,04/21/2020,Yukon,Canada,0.0
17256,04/21/2020,Faroe Islands,Denmark,0.0
17266,04/21/2020,Greenland,Denmark,0.0
17258,04/21/2020,French Guiana,France,1.0
17259,04/21/2020,French Polynesia,France,0.0
17267,04/21/2020,Guadeloupe,France,12.0
17296,04/21/2020,Martinique,France,14.0
17299,04/21/2020,Mayotte,France,4.0
17309,04/21/2020,New Caledonia,France,0.0
17335,04/21/2020,Reunion,France,0.0
17337,04/21/2020,Saint Barthelemy,France,0.0
17338,04/21/2020,Saint Pierre and Miquelon,France,0.0
17349,04/21/2020,St Martin,France,2.0
17277,04/21/2020,Hong Kong,Hong Kong,4.0
17293,04/21/2020,Macau,Macau,0.0
17235,04/21/2020,Anhui,Mainland China,6.0
17240,04/21/2020,Beijing,Mainland China,8.0
17248,04/21/2020,Chongqing,Mainland China,6.0
17260,04/21/2020,Fujian,Mainland China,1.0
17261,04/21/2020,Gansu,Mainland China,2.0
17269,04/21/2020,Guangdong,Mainland China,8.0
17270,04/21/2020,Guangxi,Mainland China,2.0
17271,04/21/2020,Guizhou,Mainland China,2.0
17272,04/21/2020,Hainan,Mainland China,6.0
17274,04/21/2020,Hebei,Mainland China,6.0
17275,04/21/2020,Heilongjiang,Mainland China,13.0
17276,04/21/2020,Henan,Mainland China,22.0
17278,04/21/2020,Hubei,Mainland China,4512.0
17279,04/21/2020,Hunan,Mainland China,4.0
17283,04/21/2020,Inner Mongolia,Mainland China,1.0
17286,04/21/2020,Jiangsu,Mainland China,0.0
17287,04/21/2020,Jiangxi,Mainland China,1.0
17288,04/21/2020,Jilin,Mainland China,1.0
17291,04/21/2020,Liaoning,Mainland China,2.0
17316,04/21/2020,Ningxia,Mainland China,0.0
17330,04/21/2020,Qinghai,Mainland China,0.0
17340,04/21/2020,Shaanxi,Mainland China,3.0
17341,04/21/2020,Shandong,Mainland China,7.0
17342,04/21/2020,Shanghai,Mainland China,7.0
17343,04/21/2020,Shanxi,Mainland China,0.0
17344,04/21/2020,Sichuan,Mainland China,3.0
17353,04/21/2020,Tianjin,Mainland China,3.0
17354,04/21/2020,Tibet,Mainland China,0.0
17366,04/21/2020,Xinjiang,Mainland China,3.0
17368,04/21/2020,Yunnan,Mainland China,2.0
17369,04/21/2020,Zhejiang,Mainland China,1.0
17238,04/21/2020,Aruba,Netherlands,2.0
17242,04/21/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
17251,04/21/2020,Curacao,Netherlands,1.0
17345,04/21/2020,Sint Maarten,Netherlands,10.0
17234,04/21/2020,Anguilla,UK,0.0
17241,04/21/2020,Bermuda,UK,5.0
17244,04/21/2020,British Virgin Islands,UK,1.0
17246,04/21/2020,Cayman Islands,UK,1.0
17247,04/21/2020,Channel Islands,UK,24.0
17255,04/21/2020,Falkland Islands (Malvinas),UK,0.0
17263,04/21/2020,Gibraltar,UK,0.0
17285,04/21/2020,Isle of Man,UK,9.0
17305,04/21/2020,Montserrat,UK,0.0
17355,04/21/2020,Turks and Caicos Islands,UK,1.0
17231,04/21/2020,Alabama,US,183.0
17232,04/21/2020,Alaska,US,9.0
17236,04/21/2020,Arizona,US,208.0
17237,04/21/2020,Arkansas,US,42.0
17245,04/21/2020,California,US,1282.0
17249,04/21/2020,Colorado,US,483.0
17250,04/21/2020,Connecticut,US,1423.0
17252,04/21/2020,Delaware,US,82.0
17253,04/21/2020,Diamond Princess cruise ship,US,0.0
17254,04/21/2020,District of Columbia,US,112.0
17257,04/21/2020,Florida,US,867.0
17262,04/21/2020,Georgia,US,798.0
17265,04/21/2020,Grand Princess,US,0.0
17268,04/21/2020,Guam,US,5.0
17273,04/21/2020,Hawaii,US,10.0
17280,04/21/2020,Idaho,US,48.0
17281,04/21/2020,Illinois,US,1468.0
17282,04/21/2020,Indiana,US,635.0
17284,04/21/2020,Iowa,US,83.0
17289,04/21/2020,Kansas,US,109.0
17290,04/21/2020,Kentucky,US,171.0
17292,04/21/2020,Louisiana,US,1405.0
17294,04/21/2020,Maine,US,36.0
17297,04/21/2020,Maryland,US,652.0
17298,04/21/2020,Massachusetts,US,1961.0
17300,04/21/2020,Michigan,US,2575.0
17301,04/21/2020,Minnesota,US,160.0
17302,04/21/2020,Mississippi,US,183.0
17303,04/21/2020,Missouri,US,224.0
17304,04/21/2020,Montana,US,12.0
17306,04/21/2020,Nebraska,US,33.0
17307,04/21/2020,Nevada,US,163.0
17310,04/21/2020,New Hampshire,US,42.0
17311,04/21/2020,New Jersey,US,4753.0
17312,04/21/2020,New Mexico,US,58.0
17314,04/21/2020,New York,US,19104.0
17317,04/21/2020,North Carolina,US,245.0
17318,04/21/2020,North Dakota,US,13.0
17319,04/21/2020,Northern Mariana Islands,US,2.0
17323,04/21/2020,Ohio,US,557.0
17324,04/21/2020,Oklahoma,US,164.0
17326,04/21/2020,Oregon,US,78.0
17327,04/21/2020,Pennsylvania,US,1614.0
17329,04/21/2020,Puerto Rico,US,64.0
17334,04/21/2020,Recovered,US,0.0
17336,04/21/2020,Rhode Island,US,171.0
17347,04/21/2020,South Carolina,US,124.0
17348,04/21/2020,South Dakota,US,8.0
17351,04/21/2020,Tennessee,US,157.0
17352,04/21/2020,Texas,US,533.0
17356,04/21/2020,Utah,US,32.0
17357,04/21/2020,Vermont,US,40.0
17359,04/21/2020,Virgin Islands,US,3.0
17360,04/21/2020,Virginia,US,324.0
17361,04/21/2020,Washington,US,664.0
17362,04/21/2020,West Virginia,US,26.0
17364,04/21/2020,Wisconsin,US,244.0
17365,04/21/2020,Wyoming,US,2.0
17559,04/22/2020,Australian Capital Territory,Australia,3.0
17632,04/22/2020,New South Wales,Australia,26.0
17639,04/22/2020,Northern Territory,Australia,0.0
17651,04/22/2020,Queensland,Australia,6.0
17665,04/22/2020,South Australia,Australia,4.0
17669,04/22/2020,Tasmania,Australia,7.0
17677,04/22/2020,Victoria,Australia,14.0
17682,04/22/2020,Western Australia,Australia,7.0
17553,04/22/2020,Alberta,Canada,66.0
17563,04/22/2020,British Columbia,Canada,90.0
17614,04/22/2020,Manitoba,Canada,6.0
17627,04/22/2020,New Brunswick,Canada,0.0
17634,04/22/2020,Newfoundland and Labrador,Canada,3.0
17640,04/22/2020,Northwest Territories,Canada,0.0
17641,04/22/2020,Nova Scotia,Canada,12.0
17644,04/22/2020,Ontario,Canada,762.0
17647,04/22/2020,Prince Edward Island,Canada,0.0
17650,04/22/2020,Quebec,Canada,1134.0
17652,04/22/2020,Recovered,Canada,0.0
17658,04/22/2020,Saskatchewan,Canada,4.0
17686,04/22/2020,Yukon,Canada,0.0
17576,04/22/2020,Faroe Islands,Denmark,0.0
17585,04/22/2020,Greenland,Denmark,0.0
17578,04/22/2020,French Guiana,France,1.0
17579,04/22/2020,French Polynesia,France,0.0
17586,04/22/2020,Guadeloupe,France,12.0
17615,04/22/2020,Martinique,France,14.0
17618,04/22/2020,Mayotte,France,4.0
17628,04/22/2020,New Caledonia,France,0.0
17654,04/22/2020,Reunion,France,0.0
17656,04/22/2020,Saint Barthelemy,France,0.0
17657,04/22/2020,Saint Pierre and Miquelon,France,0.0
17668,04/22/2020,St Martin,France,2.0
17596,04/22/2020,Hong Kong,Hong Kong,4.0
17612,04/22/2020,Macau,Macau,0.0
17555,04/22/2020,Anhui,Mainland China,6.0
17560,04/22/2020,Beijing,Mainland China,8.0
17568,04/22/2020,Chongqing,Mainland China,6.0
17580,04/22/2020,Fujian,Mainland China,1.0
17581,04/22/2020,Gansu,Mainland China,2.0
17588,04/22/2020,Guangdong,Mainland China,8.0
17589,04/22/2020,Guangxi,Mainland China,2.0
17590,04/22/2020,Guizhou,Mainland China,2.0
17591,04/22/2020,Hainan,Mainland China,6.0
17593,04/22/2020,Hebei,Mainland China,6.0
17594,04/22/2020,Heilongjiang,Mainland China,13.0
17595,04/22/2020,Henan,Mainland China,22.0
17597,04/22/2020,Hubei,Mainland China,4512.0
17598,04/22/2020,Hunan,Mainland China,4.0
17602,04/22/2020,Inner Mongolia,Mainland China,1.0
17605,04/22/2020,Jiangsu,Mainland China,0.0
17606,04/22/2020,Jiangxi,Mainland China,1.0
17607,04/22/2020,Jilin,Mainland China,1.0
17610,04/22/2020,Liaoning,Mainland China,2.0
17635,04/22/2020,Ningxia,Mainland China,0.0
17649,04/22/2020,Qinghai,Mainland China,0.0
17659,04/22/2020,Shaanxi,Mainland China,3.0
17660,04/22/2020,Shandong,Mainland China,7.0
17661,04/22/2020,Shanghai,Mainland China,7.0
17662,04/22/2020,Shanxi,Mainland China,0.0
17663,04/22/2020,Sichuan,Mainland China,3.0
17672,04/22/2020,Tianjin,Mainland China,3.0
17673,04/22/2020,Tibet,Mainland China,0.0
17685,04/22/2020,Xinjiang,Mainland China,3.0
17687,04/22/2020,Yunnan,Mainland China,2.0
17688,04/22/2020,Zhejiang,Mainland China,1.0
17558,04/22/2020,Aruba,Netherlands,2.0
17562,04/22/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
17571,04/22/2020,Curacao,Netherlands,1.0
17664,04/22/2020,Sint Maarten,Netherlands,11.0
17554,04/22/2020,Anguilla,UK,0.0
17561,04/22/2020,Bermuda,UK,5.0
17564,04/22/2020,British Virgin Islands,UK,1.0
17566,04/22/2020,Cayman Islands,UK,1.0
17567,04/22/2020,Channel Islands,UK,28.0
17575,04/22/2020,Falkland Islands (Malvinas),UK,0.0
17583,04/22/2020,Gibraltar,UK,0.0
17604,04/22/2020,Isle of Man,UK,15.0
17624,04/22/2020,Montserrat,UK,0.0
17674,04/22/2020,Turks and Caicos Islands,UK,1.0
17551,04/22/2020,Alabama,US,196.0
17552,04/22/2020,Alaska,US,9.0
17556,04/22/2020,Arizona,US,231.0
17557,04/22/2020,Arkansas,US,42.0
17565,04/22/2020,California,US,1421.0
17569,04/22/2020,Colorado,US,506.0
17570,04/22/2020,Connecticut,US,1544.0
17572,04/22/2020,Delaware,US,89.0
17573,04/22/2020,Diamond Princess cruise ship,US,0.0
17574,04/22/2020,District of Columbia,US,127.0
17577,04/22/2020,Florida,US,893.0
17582,04/22/2020,Georgia,US,848.0
17584,04/22/2020,Grand Princess,US,0.0
17587,04/22/2020,Guam,US,5.0
17592,04/22/2020,Hawaii,US,12.0
17599,04/22/2020,Idaho,US,51.0
17600,04/22/2020,Illinois,US,1565.0
17601,04/22/2020,Indiana,US,666.0
17603,04/22/2020,Iowa,US,90.0
17608,04/22/2020,Kansas,US,112.0
17609,04/22/2020,Kentucky,US,185.0
17611,04/22/2020,Louisiana,US,1473.0
17613,04/22/2020,Maine,US,39.0
17616,04/22/2020,Maryland,US,698.0
17617,04/22/2020,Massachusetts,US,2182.0
17619,04/22/2020,Michigan,US,2813.0
17620,04/22/2020,Minnesota,US,179.0
